Time,Count
14:49:36,3.0
14:49:41,1.0
14:49:46,3.0
14:49:51,3.0
14:49:56,3.0
14:50:02,1.0
14:50:07,2.0
14:50:12,2.0
14:50:17,1.0
14:50:22,2.0
14:50:27,2.0
14:50:32,1.0
14:50:37,2.0
14:50:42,2.0
14:50:47,2.0
14:50:52,2.0
14:50:57,2.0
