                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.81485,                0.80459,                  1.078,                 0.8424,                0.73735,                0.78263,                 0.4713,                 1.3963,                 0.9662,                 1.4289,              0.0005083,              0.0005083,              0.0005083
                    152,                0.80586,                0.80029,                 1.0788,                 0.8429,                0.73833,                0.77865,                0.47369,                 1.3747,                 0.9772,                 1.4197,               0.000505,               0.000505,               0.000505
                    153,                0.81346,                0.80663,                  1.081,                0.84336,                0.72991,                0.78304,                0.48303,                 1.3565,                0.96634,                 1.3977,              0.0005017,              0.0005017,              0.0005017
                    154,                0.81019,                0.79682,                 1.0759,                0.86192,                0.71826,                0.78493,                0.48577,                 1.3654,                0.96711,                 1.4031,              0.0004984,              0.0004984,              0.0004984
                    155,                0.80914,                0.79891,                 1.0773,                0.87142,                0.71628,                0.78049,                0.47831,                 1.3731,                0.96904,                 1.4038,              0.0004951,              0.0004951,              0.0004951
                    156,                0.81612,                0.80044,                 1.0785,                0.84547,                0.73521,                0.78099,                0.47683,                 1.3893,                0.96044,                  1.419,              0.0004918,              0.0004918,              0.0004918
                    157,                0.81274,                0.79421,                 1.0769,                0.85141,                0.73565,                0.78863,                0.47919,                 1.3822,                0.95884,                  1.418,              0.0004885,              0.0004885,              0.0004885
                    158,                0.79335,                0.78738,                 1.0742,                0.87033,                0.73286,                  0.792,                0.48339,                 1.3819,                0.95256,                 1.4197,              0.0004852,              0.0004852,              0.0004852
                    159,                0.80333,                0.78831,                 1.0748,                0.86442,                0.73936,                0.79311,                0.47668,                 1.3933,                0.95179,                 1.4234,              0.0004819,              0.0004819,              0.0004819
                    160,                0.80291,                0.78837,                   1.07,                 0.8771,                0.73078,                0.79601,                0.48842,                 1.3603,                0.94275,                 1.3998,              0.0004786,              0.0004786,              0.0004786
                    161,                0.81003,                0.79064,                 1.0768,                0.88122,                0.72806,                0.79602,                 0.4866,                 1.3509,                0.95458,                  1.395,              0.0004753,              0.0004753,              0.0004753
                    162,                0.80609,                 0.7885,                 1.0775,                0.85461,                0.74179,                0.79948,                0.47712,                 1.3842,                0.96194,                 1.4221,               0.000472,               0.000472,               0.000472
                    163,                0.81471,                0.79529,                 1.0773,                0.90875,                0.71371,                0.79717,                0.48652,                 1.3685,                 0.9522,                 1.3981,              0.0004687,              0.0004687,              0.0004687
                    164,                0.79701,                0.78509,                 1.0729,                0.87962,                0.72987,                0.79512,                0.48659,                 1.3594,                0.95632,                 1.3926,              0.0004654,              0.0004654,              0.0004654
                    165,                0.79569,                0.77998,                 1.0708,                 0.8671,                0.74061,                0.79408,                0.48331,                 1.3737,                0.94947,                 1.4109,              0.0004621,              0.0004621,              0.0004621
                    166,                0.80036,                0.78702,                 1.0761,                0.87294,                0.74772,                 0.7984,                0.48266,                 1.3735,                0.95438,                 1.4103,              0.0004588,              0.0004588,              0.0004588
                    167,                0.80151,                0.77945,                  1.074,                0.86182,                0.74038,                0.78918,                0.48055,                  1.373,                0.95681,                 1.4048,              0.0004555,              0.0004555,              0.0004555
                    168,                 0.7951,                0.77831,                 1.0684,                0.87033,                0.73679,                0.79001,                 0.4762,                 1.3794,                0.95664,                 1.4122,              0.0004522,              0.0004522,              0.0004522
                    169,                0.78979,                0.77609,                 1.0702,                0.85404,                0.74434,                0.79403,                0.48166,                 1.3606,                0.94308,                 1.4085,              0.0004489,              0.0004489,              0.0004489
                    170,                0.78847,                0.77532,                 1.0691,                0.85154,                0.74081,                0.79077,                0.48184,                 1.3629,                 0.9371,                 1.4074,              0.0004456,              0.0004456,              0.0004456
                    171,                0.78954,                0.77435,                 1.0655,                0.83547,                0.74711,                0.79385,                0.48417,                 1.3685,                0.95036,                 1.4111,              0.0004423,              0.0004423,              0.0004423
                    172,                0.80215,                0.79136,                 1.0721,                0.86343,                0.73642,                0.79991,                0.48335,                 1.3738,                 0.9506,                 1.4167,               0.000439,               0.000439,               0.000439
                    173,                0.79484,                0.77653,                 1.0698,                0.87874,                0.72637,                0.79046,                0.48806,                 1.3686,                0.94581,                 1.4018,              0.0004357,              0.0004357,              0.0004357
                    174,                0.79228,                0.77776,                 1.0682,                0.88581,                0.73199,                0.79268,                0.48727,                  1.364,                0.94471,                 1.3982,              0.0004324,              0.0004324,              0.0004324
                    175,                0.79632,                0.77325,                 1.0663,                0.87691,                0.73227,                0.79433,                0.49329,                 1.3449,                 0.9469,                 1.3831,              0.0004291,              0.0004291,              0.0004291
                    176,                0.79412,                 0.7771,                 1.0722,                 0.8909,                0.72518,                0.79583,                0.48679,                 1.3698,                0.95227,                 1.4018,              0.0004258,              0.0004258,              0.0004258
                    177,                0.79321,                0.77563,                 1.0699,                0.91254,                0.71677,                0.79476,                0.49007,                 1.3515,                0.94389,                 1.3924,              0.0004225,              0.0004225,              0.0004225
                    178,                 0.7878,                0.76824,                 1.0689,                0.87131,                0.73879,                0.79595,                0.48777,                 1.3613,                0.94468,                 1.4028,              0.0004192,              0.0004192,              0.0004192
                    179,                0.78989,                0.77351,                 1.0647,                0.89777,                0.71407,                0.79272,                0.48825,                 1.3712,                0.94269,                 1.4099,              0.0004159,              0.0004159,              0.0004159
                    180,                 0.7878,                0.77267,                 1.0686,                 0.8725,                0.73294,                0.79193,                0.48343,                 1.3597,                0.94355,                 1.3957,              0.0004126,              0.0004126,              0.0004126
                    181,                0.78197,                0.76803,                 1.0658,                0.86143,                 0.7379,                0.79133,                0.48731,                 1.3584,                0.94333,                 1.3986,              0.0004093,              0.0004093,              0.0004093
                    182,                 0.7886,                0.77161,                 1.0655,                0.86506,                0.73296,                0.79027,                0.48804,                 1.3552,                 0.9412,                 1.3938,               0.000406,               0.000406,               0.000406
                    183,                0.78266,                0.76146,                 1.0663,                0.88429,                0.72897,                0.79444,                0.49102,                 1.3632,                0.93383,                  1.405,              0.0004027,              0.0004027,              0.0004027
                    184,                0.78203,                0.76011,                 1.0629,                0.88029,                0.72011,                0.79378,                0.48932,                 1.3474,                0.93133,                 1.3906,              0.0003994,              0.0003994,              0.0003994
                    185,                0.78376,                0.76503,                 1.0621,                0.87647,                0.72669,                0.79318,                0.48724,                 1.3576,                0.93354,                 1.3967,              0.0003961,              0.0003961,              0.0003961
                    186,                0.78637,                0.75961,                 1.0643,                0.83737,                0.74907,                0.79393,                0.48756,                 1.3479,                 0.9371,                 1.3945,              0.0003928,              0.0003928,              0.0003928
                    187,                0.78866,                0.76018,                 1.0595,                0.84645,                0.75568,                0.79595,                0.48699,                 1.3632,                0.93516,                 1.4031,              0.0003895,              0.0003895,              0.0003895
                    188,                 0.7906,                0.76111,                 1.0622,                0.85946,                0.75276,                0.79969,                0.49358,                  1.337,                0.92034,                 1.3842,              0.0003862,              0.0003862,              0.0003862
                    189,                0.78298,                0.75029,                 1.0597,                0.86474,                0.72682,                0.79498,                0.49058,                 1.3484,                0.93679,                 1.3915,              0.0003829,              0.0003829,              0.0003829
                    190,                0.78428,                0.75599,                 1.0619,                 0.8465,                0.74244,                0.79045,                0.49551,                 1.3312,                0.92309,                 1.3766,              0.0003796,              0.0003796,              0.0003796
                    191,                0.78614,                0.75881,                 1.0625,                0.87768,                0.70929,                0.79086,                0.48699,                 1.3591,                0.93032,                 1.3987,              0.0003763,              0.0003763,              0.0003763
                    192,                0.77436,                0.75047,                 1.0599,                 0.8718,                0.72506,                0.79061,                0.48717,                 1.3664,                0.92919,                 1.4074,               0.000373,               0.000373,               0.000373
                    193,                 0.7771,                0.75297,                 1.0585,                0.89409,                0.71542,                0.79463,                0.49169,                 1.3564,                0.92273,                 1.3964,              0.0003697,              0.0003697,              0.0003697
                    194,                0.77772,                0.74681,                  1.056,                0.89542,                0.72707,                 0.8029,                0.49403,                 1.3624,                0.91726,                 1.3977,              0.0003664,              0.0003664,              0.0003664
                    195,                0.78268,                0.75321,                 1.0609,                0.85396,                0.73538,                0.79621,                0.49382,                 1.3524,                0.92184,                 1.3924,              0.0003631,              0.0003631,              0.0003631
                    196,                0.77479,                0.75432,                 1.0585,                 0.8783,                0.72261,                0.79601,                0.49774,                  1.328,                0.91845,                  1.374,              0.0003598,              0.0003598,              0.0003598
                    197,                0.78465,                0.74875,                 1.0629,                0.87536,                0.72246,                0.79699,                 0.4957,                 1.3374,                0.91822,                 1.3821,              0.0003565,              0.0003565,              0.0003565
                    198,                0.77687,                0.74503,                 1.0588,                0.88718,                0.72629,                0.80145,                0.49312,                 1.3579,                0.92792,                 1.3998,              0.0003532,              0.0003532,              0.0003532
                    199,                0.78271,                0.75101,                 1.0592,                0.88793,                0.72873,                0.80343,                0.49673,                 1.3511,                0.91916,                 1.3897,              0.0003499,              0.0003499,              0.0003499
                    200,                0.77299,                0.74682,                 1.0571,                0.85273,                0.73804,                0.79606,                0.49618,                  1.344,                0.91826,                 1.3845,              0.0003466,              0.0003466,              0.0003466
                    201,                0.78265,                0.75458,                 1.0588,                0.85397,                 0.7365,                0.79654,                0.49861,                  1.341,                 0.9182,                 1.3842,              0.0003433,              0.0003433,              0.0003433
                    202,                0.77922,                0.74916,                 1.0562,                0.85928,                0.73863,                0.79828,                0.49138,                 1.3632,                0.92232,                 1.4025,                0.00034,                0.00034,                0.00034
                    203,                0.77321,                0.75013,                 1.0609,                0.86465,                0.73234,                0.79805,                0.49545,                 1.3526,                  0.917,                 1.3946,              0.0003367,              0.0003367,              0.0003367
                    204,                 0.7749,                0.75181,                 1.0573,                0.87676,                0.72615,                0.79619,                0.49726,                 1.3398,                0.90277,                  1.383,              0.0003334,              0.0003334,              0.0003334
                    205,                0.77288,                0.74255,                 1.0559,                0.86507,                0.73329,                0.80067,                0.49503,                 1.3362,                0.90265,                 1.3787,              0.0003301,              0.0003301,              0.0003301
                    206,                0.76945,                0.73899,                 1.0542,                0.87817,                0.72313,                0.80073,                0.49207,                 1.3386,                0.90927,                 1.3811,              0.0003268,              0.0003268,              0.0003268
                    207,                0.77832,                0.74557,                  1.053,                0.88339,                0.72664,                 0.8014,                0.49038,                 1.3463,                0.90893,                 1.3894,              0.0003235,              0.0003235,              0.0003235
                    208,                0.76687,                0.74026,                 1.0549,                0.88464,                0.72217,                0.79938,                0.49073,                 1.3572,                  0.908,                 1.3983,              0.0003202,              0.0003202,              0.0003202
                    209,                 0.7799,                0.75223,                 1.0606,                0.90075,                0.71699,                0.79924,                0.49493,                 1.3462,                0.90385,                 1.3892,              0.0003169,              0.0003169,              0.0003169
                    210,                0.77454,                0.74464,                 1.0547,                0.86075,                0.73514,                 0.7985,                0.49037,                 1.3558,                0.90436,                 1.3964,              0.0003136,              0.0003136,              0.0003136
                    211,                0.77437,                0.73807,                 1.0528,                0.85598,                0.74472,                0.80055,                0.49479,                 1.3437,                0.90097,                 1.3852,              0.0003103,              0.0003103,              0.0003103
                    212,                0.77318,                 0.7404,                 1.0536,                0.87467,                0.73108,                0.80162,                0.49822,                 1.3444,                0.90044,                 1.3876,               0.000307,               0.000307,               0.000307
                    213,                0.76641,                0.74456,                 1.0589,                0.86365,                0.74035,                0.80242,                0.49845,                 1.3421,                0.90519,                 1.3837,              0.0003037,              0.0003037,              0.0003037
                    214,                 0.7658,                0.74174,                 1.0526,                0.85095,                0.75282,                 0.8028,                0.49603,                 1.3424,                0.90264,                 1.3839,              0.0003004,              0.0003004,              0.0003004
                    215,                0.76466,                 0.7375,                 1.0504,                0.85488,                0.74771,                0.80602,                0.49731,                 1.3415,                0.89783,                 1.3829,              0.0002971,              0.0002971,              0.0002971
                    216,                0.77248,                0.74389,                 1.0563,                0.85207,                0.74574,                0.80353,                0.50113,                 1.3283,                0.89036,                 1.3729,              0.0002938,              0.0002938,              0.0002938
                    217,                0.76414,                 0.7383,                 1.0546,                0.88225,                0.72567,                0.80021,                0.49918,                 1.3345,                0.89485,                 1.3804,              0.0002905,              0.0002905,              0.0002905
                    218,                0.76169,                0.73767,                 1.0546,                 0.8789,                0.72397,                0.80078,                0.49749,                 1.3381,                0.89606,                 1.3816,              0.0002872,              0.0002872,              0.0002872
                    219,                0.76792,                 0.7306,                 1.0554,                0.88814,                0.72167,                0.80029,                0.49861,                 1.3404,                0.89675,                  1.384,              0.0002839,              0.0002839,              0.0002839
                    220,                0.76335,                0.73745,                 1.0515,                0.86372,                0.73473,                0.80245,                0.50201,                 1.3437,                 0.8944,                 1.3847,              0.0002806,              0.0002806,              0.0002806
                    221,                0.76393,                0.73049,                  1.049,                0.87446,                0.73206,                0.80272,                0.50103,                 1.3406,                0.89164,                 1.3801,              0.0002773,              0.0002773,              0.0002773
                    222,                0.76105,                0.72747,                 1.0471,                0.87888,                0.72943,                0.80233,                0.49968,                 1.3421,                0.89536,                  1.382,               0.000274,               0.000274,               0.000274
                    223,                0.76129,                0.73218,                  1.055,                0.86729,                0.73559,                0.80255,                 0.5006,                 1.3402,                0.89551,                 1.3825,              0.0002707,              0.0002707,              0.0002707
                    224,                0.76525,                0.73474,                 1.0534,                0.87375,                0.72843,                0.80078,                0.49901,                  1.345,                0.90101,                 1.3829,              0.0002674,              0.0002674,              0.0002674
                    225,                0.76223,                0.73678,                 1.0549,                0.87534,                 0.7289,                0.80223,                0.49643,                 1.3459,                 0.9007,                  1.385,              0.0002641,              0.0002641,              0.0002641
                    226,                0.76018,                0.72746,                  1.053,                0.87081,                0.73375,                0.80318,                0.49795,                 1.3363,                0.89509,                 1.3778,              0.0002608,              0.0002608,              0.0002608
                    227,                0.76495,                0.73254,                 1.0521,                0.86607,                0.73274,                0.80316,                 0.4971,                  1.343,                0.89752,                 1.3833,              0.0002575,              0.0002575,              0.0002575
                    228,                0.76632,                0.73137,                 1.0556,                 0.8509,                0.74646,                0.80198,                0.49637,                 1.3539,                0.89792,                 1.3932,              0.0002542,              0.0002542,              0.0002542
                    229,                0.76085,                0.73089,                 1.0521,                0.85345,                0.74615,                0.80327,                0.49777,                 1.3441,                0.89545,                 1.3867,              0.0002509,              0.0002509,              0.0002509
                    230,                0.75807,                 0.7273,                 1.0488,                0.85654,                 0.7513,                0.80401,                0.49829,                 1.3457,                0.89935,                 1.3872,              0.0002476,              0.0002476,              0.0002476
                    231,                0.75933,                0.72858,                 1.0512,                0.84917,                0.75252,                0.80341,                0.49745,                 1.3411,                0.89688,                 1.3834,              0.0002443,              0.0002443,              0.0002443
                    232,                0.75912,                0.72964,                 1.0474,                0.84277,                0.75838,                0.80365,                0.49881,                 1.3463,                0.89891,                 1.3879,               0.000241,               0.000241,               0.000241
                    233,                0.76102,                0.72768,                 1.0496,                0.84844,                0.74756,                0.80367,                0.50045,                 1.3418,                0.89748,                 1.3857,              0.0002377,              0.0002377,              0.0002377
                    234,                0.76126,                0.72263,                 1.0477,                0.87273,                0.73494,                0.80311,                0.50326,                 1.3431,                0.89313,                 1.3846,              0.0002344,              0.0002344,              0.0002344
                    235,                 0.7531,                0.72349,                 1.0479,                0.87473,                 0.7341,                0.80387,                0.50249,                 1.3418,                 0.8927,                 1.3816,              0.0002311,              0.0002311,              0.0002311
                    236,                0.75755,                0.72409,                 1.0461,                0.89989,                0.71197,                0.80234,                0.50293,                 1.3364,                0.89562,                 1.3801,              0.0002278,              0.0002278,              0.0002278
                    237,                0.74209,                0.71829,                 1.0472,                 0.8892,                0.72302,                0.80294,                0.50281,                 1.3392,                0.89349,                 1.3828,              0.0002245,              0.0002245,              0.0002245
                    238,                0.76695,                0.74146,                 1.0544,                0.87975,                0.72553,                0.80316,                 0.5033,                 1.3347,                0.89168,                 1.3822,              0.0002212,              0.0002212,              0.0002212
                    239,                 0.7543,                0.72388,                 1.0477,                0.89256,                0.71927,                0.80459,                0.50366,                 1.3346,                0.88941,                 1.3795,              0.0002179,              0.0002179,              0.0002179
                    240,                0.76006,                0.73126,                  1.049,                0.89934,                0.71652,                0.80423,                0.50104,                 1.3348,                0.88889,                 1.3803,              0.0002146,              0.0002146,              0.0002146
                    241,                0.74913,                0.70953,                 1.0452,                0.90328,                0.71481,                0.80114,                0.50017,                 1.3329,                0.89157,                 1.3785,              0.0002113,              0.0002113,              0.0002113
                    242,                0.76049,                0.72392,                 1.0447,                0.89863,                0.71811,                0.80456,                0.50239,                 1.3288,                0.89096,                 1.3769,               0.000208,               0.000208,               0.000208
                    243,                0.75604,                0.72961,                 1.0522,                0.89984,                0.71726,                 0.8031,                0.50173,                 1.3267,                0.88852,                 1.3757,              0.0002047,              0.0002047,              0.0002047
                    244,                0.75312,                0.72328,                 1.0489,                0.90057,                0.71876,                0.80135,                0.50164,                 1.3269,                0.88607,                 1.3758,              0.0002014,              0.0002014,              0.0002014
                    245,                 0.7505,                0.71859,                 1.0436,                0.89013,                0.72181,                0.80199,                0.50061,                 1.3274,                0.88762,                 1.3759,              0.0001981,              0.0001981,              0.0001981
                    246,                0.76024,                0.72239,                 1.0468,                0.88595,                0.72327,                 0.8014,                0.49999,                 1.3314,                0.88712,                 1.3794,              0.0001948,              0.0001948,              0.0001948
                    247,                0.75201,                 0.7166,                 1.0438,                0.90541,                0.71674,                0.80387,                0.50188,                 1.3279,                0.88367,                 1.3752,              0.0001915,              0.0001915,              0.0001915
                    248,                0.75311,                0.71866,                 1.0452,                0.90572,                0.71385,                0.80297,                0.50284,                  1.325,                0.88236,                  1.372,              0.0001882,              0.0001882,              0.0001882
                    249,                0.75431,                0.72484,                 1.0458,                0.90625,                0.71502,                0.80371,                 0.5035,                  1.328,                0.88244,                  1.375,              0.0001849,              0.0001849,              0.0001849
                    250,                0.75598,                0.71789,                 1.0429,                 0.8902,                0.72584,                0.80143,                0.50112,                   1.33,                0.88336,                 1.3759,              0.0001816,              0.0001816,              0.0001816
                    251,                0.75224,                 0.7166,                 1.0414,                0.89289,                0.72512,                 0.8015,                0.50223,                 1.3283,                 0.8821,                 1.3745,              0.0001783,              0.0001783,              0.0001783
                    252,                0.75721,                0.72034,                 1.0458,                0.89258,                0.72385,                0.80236,                0.50517,                 1.3276,                0.88224,                 1.3745,               0.000175,               0.000175,               0.000175
                    253,                0.75299,                 0.7177,                 1.0438,                0.89587,                0.72459,                0.80331,                0.50507,                 1.3274,                0.88262,                 1.3743,              0.0001717,              0.0001717,              0.0001717
                    254,                0.75015,                0.71409,                  1.042,                0.89552,                0.72483,                0.80423,                0.50538,                 1.3251,                0.88165,                 1.3748,              0.0001684,              0.0001684,              0.0001684
                    255,                0.74677,                0.71066,                 1.0454,                0.90137,                 0.7249,                 0.8047,                0.50478,                 1.3247,                0.88255,                 1.3762,              0.0001651,              0.0001651,              0.0001651
                    256,                0.75304,                0.71208,                 1.0447,                0.90296,                 0.7222,                0.80374,                0.50492,                 1.3268,                0.88311,                 1.3769,              0.0001618,              0.0001618,              0.0001618
                    257,                0.75455,                0.72168,                  1.047,                0.89568,                0.72465,                0.80328,                0.50547,                 1.3276,                0.88236,                 1.3771,              0.0001585,              0.0001585,              0.0001585
                    258,                0.73889,                0.70478,                 1.0393,                0.90048,                0.72065,                0.80288,                0.50488,                  1.328,                 0.8822,                 1.3769,              0.0001552,              0.0001552,              0.0001552
                    259,                0.74889,                0.71002,                 1.0436,                0.90392,                0.71895,                0.80334,                0.50399,                 1.3288,                0.88077,                 1.3768,              0.0001519,              0.0001519,              0.0001519
                    260,                0.75487,                0.72218,                 1.0464,                0.89525,                0.71918,                0.80275,                0.50302,                 1.3257,                0.87847,                 1.3752,              0.0001486,              0.0001486,              0.0001486
                    261,                0.74969,                0.71726,                 1.0441,                0.88732,                0.72564,                0.80245,                0.50454,                 1.3239,                0.87989,                 1.3738,              0.0001453,              0.0001453,              0.0001453
                    262,                0.74387,                0.70993,                 1.0404,                0.87703,                0.73676,                0.80335,                0.50409,                 1.3281,                 0.8792,                 1.3769,               0.000142,               0.000142,               0.000142
                    263,                0.73951,                0.70306,                 1.0404,                0.89918,                0.71874,                 0.8031,                0.50314,                 1.3284,                0.87977,                 1.3755,              0.0001387,              0.0001387,              0.0001387
                    264,                0.75177,                0.71492,                 1.0432,                0.90082,                0.71615,                0.80342,                0.50397,                 1.3282,                0.88115,                 1.3765,              0.0001354,              0.0001354,              0.0001354
                    265,                0.74678,                0.71607,                 1.0426,                0.89803,                0.72244,                0.80399,                0.50439,                 1.3284,                0.88071,                 1.3778,              0.0001321,              0.0001321,              0.0001321
                    266,                0.74896,                0.71179,                 1.0451,                0.90615,                 0.7167,                0.80332,                0.50269,                 1.3276,                0.88142,                  1.376,              0.0001288,              0.0001288,              0.0001288
                    267,                 0.7471,                0.71519,                 1.0425,                0.88889,                0.72495,                0.80292,                0.50346,                  1.324,                0.87822,                 1.3722,              0.0001255,              0.0001255,              0.0001255
                    268,                0.74736,                0.70705,                 1.0373,                0.88735,                0.72576,                0.80262,                0.50539,                  1.321,                0.87655,                 1.3698,              0.0001222,              0.0001222,              0.0001222
                    269,                0.74246,                0.70924,                 1.0371,                0.89003,                0.72673,                 0.8036,                0.50448,                 1.3221,                 0.8759,                 1.3702,              0.0001189,              0.0001189,              0.0001189
                    270,                0.74321,                0.71038,                 1.0413,                0.88877,                0.72612,                0.80504,                0.50613,                 1.3223,                0.87604,                 1.3711,              0.0001156,              0.0001156,              0.0001156
                    271,                0.73994,                0.70013,                 1.0391,                0.89212,                0.72594,                0.80394,                0.50519,                  1.322,                0.87552,                   1.37,              0.0001123,              0.0001123,              0.0001123
                    272,                0.73811,                0.70193,                 1.0376,                0.89295,                0.72665,                0.80417,                0.50586,                 1.3193,                0.87643,                 1.3683,               0.000109,               0.000109,               0.000109
                    273,                0.74475,                0.71257,                 1.0435,                0.89831,                0.72458,                0.80395,                0.50361,                 1.3198,                 0.8765,                 1.3692,              0.0001057,              0.0001057,              0.0001057
                    274,                0.73527,                0.70163,                 1.0387,                0.89928,                0.72683,                 0.8041,                0.50306,                 1.3198,                0.87765,                 1.3692,              0.0001024,              0.0001024,              0.0001024
                    275,                0.74444,                0.71042,                 1.0416,                0.89771,                 0.7291,                0.80478,                0.50492,                 1.3203,                0.87666,                 1.3702,               9.91e-05,               9.91e-05,               9.91e-05
                    276,                0.74521,                0.70699,                 1.0401,                0.89616,                0.72762,                0.80395,                0.50397,                  1.323,                0.87696,                 1.3724,               9.58e-05,               9.58e-05,               9.58e-05
                    277,                0.74745,                 0.7095,                 1.0399,                0.87465,                0.73717,                0.80432,                0.50434,                 1.3234,                0.87602,                 1.3727,               9.25e-05,               9.25e-05,               9.25e-05
                    278,                0.73607,                0.69985,                 1.0353,                 0.9053,                0.72014,                0.80462,                0.50443,                 1.3236,                0.87534,                 1.3738,               8.92e-05,               8.92e-05,               8.92e-05
                    279,                 0.7425,                0.70679,                 1.0406,                0.90477,                0.72075,                 0.8049,                0.50587,                 1.3226,                0.87375,                 1.3729,               8.59e-05,               8.59e-05,               8.59e-05
                    280,                0.72971,                  0.699,                 1.0355,                 0.9047,                0.71854,                0.80419,                0.50557,                 1.3223,                0.87455,                 1.3732,               8.26e-05,               8.26e-05,               8.26e-05
                    281,                0.74386,                0.70734,                 1.0396,                0.85133,                0.75575,                0.80448,                0.50474,                 1.3209,                0.87443,                  1.371,               7.93e-05,               7.93e-05,               7.93e-05
                    282,                0.73958,                0.70355,                 1.0388,                 0.8485,                 0.7526,                0.80456,                0.50439,                 1.3203,                0.87466,                 1.3716,                7.6e-05,                7.6e-05,                7.6e-05
                    283,                0.74027,                0.70126,                 1.0389,                0.85304,                0.75549,                0.80465,                0.50358,                 1.3212,                0.87457,                 1.3729,               7.27e-05,               7.27e-05,               7.27e-05
                    284,                0.73971,                0.70178,                  1.039,                0.85614,                0.75659,                 0.8067,                 0.5032,                 1.3247,                 0.8748,                 1.3744,               6.94e-05,               6.94e-05,               6.94e-05
                    285,                0.74161,                0.70363,                 1.0347,                0.85896,                0.76024,                0.80708,                0.50347,                  1.325,                0.87433,                 1.3755,               6.61e-05,               6.61e-05,               6.61e-05
                    286,                0.73275,                0.70195,                 1.0365,                0.86314,                0.75642,                 0.8066,                0.50335,                  1.323,                 0.8735,                 1.3735,               6.28e-05,               6.28e-05,               6.28e-05
                    287,                0.73764,                0.69856,                 1.0409,                0.86502,                0.74749,                0.80455,                0.50402,                 1.3222,                 0.8743,                 1.3736,               5.95e-05,               5.95e-05,               5.95e-05
                    288,                0.73704,                0.70051,                 1.0369,                0.86736,                0.74834,                0.80527,                0.50361,                 1.3211,                0.87373,                 1.3721,               5.62e-05,               5.62e-05,               5.62e-05
                    289,                0.73813,                0.70036,                 1.0361,                0.86765,                0.74708,                0.80544,                0.50384,                 1.3208,                0.87421,                 1.3718,               5.29e-05,               5.29e-05,               5.29e-05
                    290,                0.74229,                  0.706,                 1.0395,                   0.85,                0.76031,                0.80501,                0.50413,                 1.3208,                0.87365,                 1.3716,               4.96e-05,               4.96e-05,               4.96e-05
                    291,                0.78042,                0.73159,                 1.0522,                0.91459,                0.72052,                0.80447,                0.50264,                 1.3241,                0.87537,                 1.3747,               4.63e-05,               4.63e-05,               4.63e-05
                    292,                0.75899,                0.68767,                 1.0458,                0.91176,                 0.7178,                0.80229,                0.50259,                 1.3238,                0.88044,                 1.3744,                4.3e-05,                4.3e-05,                4.3e-05
                    293,                 0.7411,                0.67063,                 1.0333,                 0.8465,                0.76287,                 0.8018,                0.50216,                 1.3249,                0.88384,                 1.3751,               3.97e-05,               3.97e-05,               3.97e-05
                    294,                0.74071,                0.66719,                 1.0373,                0.91283,                 0.7154,                0.80214,                 0.5024,                 1.3244,                0.88755,                 1.3745,               3.64e-05,               3.64e-05,               3.64e-05
                    295,                0.73949,                0.66748,                 1.0342,                 0.9121,                0.71648,                0.80296,                0.50221,                 1.3238,                0.88902,                 1.3742,               3.31e-05,               3.31e-05,               3.31e-05
                    296,                0.74088,                0.66573,                  1.034,                0.91461,                0.71452,                 0.8027,                0.50162,                 1.3238,                0.89042,                 1.3748,               2.98e-05,               2.98e-05,               2.98e-05
                    297,                0.74003,                0.66287,                 1.0324,                0.84899,                 0.7592,                0.80343,                0.50239,                 1.3241,                 0.8923,                 1.3752,               2.65e-05,               2.65e-05,               2.65e-05
                    298,                0.73194,                0.65556,                 1.0312,                0.84724,                0.76074,                0.80124,                0.50306,                 1.3249,                0.89346,                 1.3764,               2.32e-05,               2.32e-05,               2.32e-05
                    299,                0.73118,                0.65537,                 1.0298,                0.85213,                 0.7592,                0.80317,                0.50275,                  1.325,                0.89486,                 1.3767,               1.99e-05,               1.99e-05,               1.99e-05
                    300,                0.72767,                0.65347,                  1.028,                0.85289,                0.75799,                0.80191,                0.50315,                 1.3255,                0.89688,                 1.3777,               1.66e-05,               1.66e-05,               1.66e-05
