                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.84223,                0.70995,                 1.1078,                0.91454,                0.69736,                0.78812,                 0.4916,                 1.3707,                0.81566,                 1.5079,               0.002575,               0.002575,               0.002575
                    153,                0.83709,                0.71144,                 1.1078,                0.90016,                0.69909,                0.77843,                0.47148,                 1.4086,                0.83737,                 1.5494,              0.0025255,              0.0025255,              0.0025255
                    154,                0.82409,                0.70636,                  1.107,                0.88506,                0.70615,                 0.7793,                0.48712,                 1.3592,                0.83108,                 1.5051,               0.002476,               0.002476,               0.002476
                    155,                 0.8208,                 0.6892,                 1.1001,                0.87864,                0.72035,                0.78294,                 0.4908,                 1.3741,                0.82056,                 1.5366,              0.0024265,              0.0024265,              0.0024265
                    156,                0.82612,                0.69777,                 1.1006,                0.89526,                0.72374,                0.78968,                0.48784,                 1.3637,                0.82108,                  1.516,               0.002377,               0.002377,               0.002377
                    157,                0.81804,                0.68612,                 1.0952,                0.91576,                0.71314,                0.77857,                0.47644,                 1.4132,                0.83379,                  1.536,              0.0023275,              0.0023275,              0.0023275
                    158,                0.82389,                0.69007,                 1.0981,                0.91738,                0.70831,                0.79261,                0.48277,                 1.3895,                0.81145,                 1.5139,               0.002278,               0.002278,               0.002278
                    159,                0.81377,                0.68924,                 1.0989,                0.91941,                0.72077,                0.79672,                0.48692,                 1.3983,                0.80904,                  1.518,              0.0022285,              0.0022285,              0.0022285
                    160,                0.81856,                0.68232,                 1.0917,                0.92898,                0.70854,                0.79049,                0.48782,                   1.39,                0.81682,                  1.507,               0.002179,               0.002179,               0.002179
                    161,                0.80828,                0.67644,                 1.0927,                0.91491,                0.71514,                0.79257,                0.49205,                 1.3767,                0.81937,                 1.5057,              0.0021295,              0.0021295,              0.0021295
                    162,                0.81014,                0.67612,                 1.0935,                 0.9075,                0.71539,                0.79194,                0.48729,                 1.3922,                0.81668,                 1.5192,                0.00208,                0.00208,                0.00208
                    163,                0.81533,                0.67915,                 1.0925,                0.92365,                0.71996,                0.78997,                0.49634,                 1.3689,                0.80524,                 1.4957,              0.0020305,              0.0020305,              0.0020305
                    164,                0.80029,                0.66287,                 1.0867,                0.91483,                0.71145,                0.78304,                0.48977,                 1.3839,                0.81284,                 1.5124,               0.001981,               0.001981,               0.001981
                    165,                0.80724,                0.67586,                 1.0882,                0.93438,                0.72065,                0.79811,                0.50434,                 1.3558,                0.79824,                 1.4749,              0.0019315,              0.0019315,              0.0019315
                    166,                0.80082,                0.66718,                 1.0868,                0.92588,                0.70235,                0.78918,                0.48771,                 1.3969,                0.81738,                 1.5139,               0.001882,               0.001882,               0.001882
                    167,                0.80783,                0.67588,                 1.0874,                0.91754,                0.71674,                 0.7913,                0.48164,                 1.4096,                0.82579,                 1.5259,              0.0018325,              0.0018325,              0.0018325
                    168,                0.80205,                0.67043,                  1.089,                0.91218,                0.70753,                 0.7953,                0.49484,                 1.3658,                0.81586,                 1.4997,               0.001783,               0.001783,               0.001783
                    169,                0.78983,                0.65653,                 1.0833,                0.90773,                 0.7142,                 0.7894,                0.49482,                 1.3592,                0.80919,                 1.4916,              0.0017335,              0.0017335,              0.0017335
                    170,                0.79183,                0.65221,                 1.0815,                0.90202,                0.71957,                0.79569,                0.49696,                 1.3433,                0.81278,                 1.4749,               0.001684,               0.001684,               0.001684
                    171,                0.79237,                 0.6522,                 1.0813,                0.91713,                0.70298,                0.79219,                0.49711,                 1.3501,                0.80667,                 1.4781,              0.0016345,              0.0016345,              0.0016345
                    172,                0.78969,                0.64985,                 1.0768,                0.88471,                0.71107,                0.78817,                0.49357,                 1.3476,                0.80104,                 1.4743,               0.001585,               0.001585,               0.001585
                    173,                0.78995,                0.65033,                 1.0776,                0.89378,                0.72033,                0.79108,                 0.4948,                 1.3536,                0.80221,                 1.4819,              0.0015355,              0.0015355,              0.0015355
                    174,                0.77628,                0.64039,                 1.0716,                0.92681,                0.72421,                0.80609,                0.49487,                  1.348,                0.79415,                 1.4732,               0.001486,               0.001486,               0.001486
                    175,                0.77538,                0.64071,                 1.0755,                 0.9146,                0.72223,                0.79861,                0.49567,                 1.3325,                 0.8008,                 1.4736,              0.0014365,              0.0014365,              0.0014365
                    176,                 0.7776,                0.63454,                 1.0705,                0.88523,                0.73328,                0.79934,                0.50056,                 1.3313,                0.79946,                 1.4721,               0.001387,               0.001387,               0.001387
                    177,                 0.7753,                0.63579,                 1.0683,                0.88622,                0.74058,                0.79861,                0.49732,                 1.3602,                0.78998,                 1.5017,              0.0013375,              0.0013375,              0.0013375
                    178,                0.77087,                0.63083,                 1.0697,                0.91885,                0.72798,                0.79773,                0.50235,                 1.3487,                0.78932,                 1.4855,               0.001288,               0.001288,               0.001288
                    179,                0.76893,                0.63894,                 1.0707,                0.88469,                0.74225,                0.79771,                 0.4996,                 1.3546,                0.79076,                 1.4808,              0.0012385,              0.0012385,              0.0012385
                    180,                 0.7699,                0.62708,                 1.0696,                0.90263,                0.73426,                0.79889,                0.49602,                 1.3513,                0.78291,                 1.4812,               0.001189,               0.001189,               0.001189
                    181,                0.77015,                0.62515,                 1.0632,                0.91694,                0.73389,                0.80192,                0.50621,                 1.3313,                0.78083,                 1.4588,              0.0011395,              0.0011395,              0.0011395
                    182,                 0.7618,                0.62276,                 1.0641,                0.90786,                0.72652,                0.79948,                0.50433,                 1.3295,                 0.7788,                 1.4695,                0.00109,                0.00109,                0.00109
                    183,                0.76363,                 0.6258,                 1.0636,                0.93092,                0.71184,                0.80323,                0.50778,                 1.3393,                0.77536,                 1.4767,              0.0010405,              0.0010405,              0.0010405
                    184,                0.75403,                0.62109,                   1.06,                0.92628,                0.71648,                0.80207,                0.50218,                 1.3393,                0.79002,                 1.4838,               0.000991,               0.000991,               0.000991
                    185,                0.75336,                0.61271,                 1.0577,                0.93465,                 0.7105,                0.80307,                0.49882,                 1.3482,                0.78987,                 1.4976,              0.0009415,              0.0009415,              0.0009415
                    186,                0.75283,                 0.6179,                 1.0602,                0.89878,                 0.7211,                 0.7976,                0.50185,                 1.3263,                0.78892,                 1.4791,               0.000892,               0.000892,               0.000892
                    187,                0.74715,                0.60919,                 1.0543,                0.89745,                0.71639,                0.79729,                0.50137,                 1.3224,                 0.7893,                 1.4719,              0.0008425,              0.0008425,              0.0008425
                    188,                0.74662,                0.61303,                 1.0602,                 0.9154,                0.71247,                0.79112,                0.50303,                 1.3344,                0.78256,                  1.479,               0.000793,               0.000793,               0.000793
                    189,                 0.7413,                0.60725,                 1.0525,                0.90044,                0.73453,                0.80271,                0.50427,                 1.3343,                0.78122,                 1.4735,              0.0007435,              0.0007435,              0.0007435
                    190,                0.74321,                0.60124,                 1.0532,                0.90096,                0.72728,                0.79612,                0.50533,                 1.3213,                0.77529,                 1.4623,               0.000694,               0.000694,               0.000694
                    191,                0.76937,                0.56181,                  1.065,                0.90727,                0.72072,                 0.7955,                0.50726,                 1.3204,                0.78798,                 1.4638,              0.0006445,              0.0006445,              0.0006445
                    192,                0.73428,                0.51647,                 1.0482,                 0.9124,                0.72766,                0.80037,                0.50658,                 1.3121,                0.77879,                 1.4512,               0.000595,               0.000595,               0.000595
                    193,                0.72842,                0.51128,                 1.0417,                0.92345,                0.72763,                0.80338,                0.50769,                 1.3142,                0.77625,                 1.4553,              0.0005455,              0.0005455,              0.0005455
                    194,                0.72091,                0.50646,                 1.0415,                0.92673,                0.71968,                0.80425,                0.51615,                 1.3055,                0.77321,                 1.4443,               0.000496,               0.000496,               0.000496
                    195,                0.71821,                0.50535,                 1.0418,                0.92779,                0.71536,                0.80233,                0.51513,                 1.3058,                0.77729,                 1.4466,              0.0004465,              0.0004465,              0.0004465
                    196,                0.70861,                0.49689,                  1.034,                0.92974,                0.71924,                0.80106,                0.51457,                 1.3015,                0.78033,                 1.4461,               0.000397,               0.000397,               0.000397
                    197,                0.71289,                0.49727,                 1.0346,                0.91413,                0.72931,                 0.8079,                0.51614,                 1.2991,                0.78223,                 1.4436,              0.0003475,              0.0003475,              0.0003475
                    198,                0.71059,                0.49656,                 1.0344,                0.90495,                0.73099,                0.80215,                0.51557,                 1.2989,                0.77887,                  1.445,               0.000298,               0.000298,               0.000298
                    199,                  0.706,                0.49431,                 1.0298,                0.90816,                0.72816,                0.80165,                0.51529,                 1.2955,                 0.7798,                 1.4398,              0.0002485,              0.0002485,              0.0002485
                    200,                0.70784,                0.49136,                 1.0291,                0.91971,                0.72204,                0.80257,                 0.5138,                 1.2909,                 0.7776,                 1.4359,               0.000199,               0.000199,               0.000199
